Date,Positive Tweets,Negative Tweets,Zero,Ticker
2015-03-06,94,-27,0,AMZN
2015-03-07,31,-9,0,AMZN
2015-03-08,27,-6,0,AMZN
2015-03-09,76,-33,0,AMZN
2015-03-10,60,-24,0,AMZN
2015-03-11,78,-31,0,AMZN
2015-03-12,81,-28,0,AMZN
2015-03-13,66,-18,0,AMZN
2015-03-14,51,-12,0,AMZN
2015-03-15,30,-6,0,AMZN
2015-03-16,53,-28,0,AMZN
2015-03-17,83,-30,0,AMZN
2015-03-18,95,-19,0,AMZN
2015-03-19,161,-19,0,AMZN
2015-03-20,164,-33,0,AMZN
2015-03-21,48,-9,0,AMZN
2015-03-22,45,-12,0,AMZN
2015-03-23,60,-15,0,AMZN
2015-03-24,83,-51,0,AMZN
2015-03-25,98,-41,0,AMZN
2015-03-26,141,-32,0,AMZN
2015-03-27,120,-49,0,AMZN
2015-03-28,9,-3,0,AMZN
2015-03-29,32,-16,0,AMZN
2015-03-30,101,-31,0,AMZN
2015-03-31,149,-63,0,AMZN
2015-04-01,127,-45,0,AMZN
2015-04-02,99,-33,0,AMZN
2015-04-03,63,-12,0,AMZN
2015-04-04,26,-14,0,AMZN
2015-04-05,27,-14,0,AMZN
2015-04-06,69,-27,0,AMZN
2015-04-07,85,-15,0,AMZN
2015-04-08,89,-42,0,AMZN
2015-04-09,115,-47,0,AMZN
2015-04-10,123,-22,0,AMZN
2015-04-11,47,-15,0,AMZN
2015-04-12,31,-22,0,AMZN
2015-04-13,63,-33,0,AMZN
2015-04-14,125,-36,0,AMZN
2015-04-15,98,-42,0,AMZN
2015-04-16,97,-51,0,AMZN
2015-04-17,124,-42,0,AMZN
2015-04-18,20,-17,0,AMZN
2015-04-19,27,-46,0,AMZN
2015-04-20,120,-71,0,AMZN
2015-04-21,95,-44,0,AMZN
2015-04-22,124,-40,0,AMZN
2015-04-23,570,-229,0,AMZN
2015-04-24,762,-215,0,AMZN
2015-04-25,143,-23,0,AMZN
2015-04-26,72,-22,0,AMZN
2015-04-27,157,-69,0,AMZN
2015-04-28,148,-32,0,AMZN
2015-04-29,110,-60,0,AMZN
2015-04-30,128,-32,0,AMZN
2015-05-01,125,-43,0,AMZN
2015-05-02,30,-7,0,AMZN
2015-05-03,3,-2,0,AMZN
2015-05-04,92,-22,0,AMZN
2015-05-05,145,-26,0,AMZN
2015-05-06,112,-30,0,AMZN
2015-05-07,110,-26,0,AMZN
2015-05-08,91,-27,0,AMZN
2015-05-09,47,-12,0,AMZN
2015-05-10,54,-9,0,AMZN
2015-05-11,107,-29,0,AMZN
2015-05-12,96,-24,0,AMZN
2015-05-13,94,-22,0,AMZN
2015-05-14,97,-35,0,AMZN
2015-05-15,119,-28,0,AMZN
2015-05-16,91,-21,0,AMZN
2015-05-17,88,-9,0,AMZN
2015-05-18,128,-32,0,AMZN
2015-05-19,135,-35,0,AMZN
2015-05-20,152,-42,0,AMZN
2015-05-21,190,-36,0,AMZN
2015-05-22,142,-38,0,AMZN
2015-05-23,119,-22,0,AMZN
2015-05-24,47,-8,0,AMZN
2015-05-25,106,-14,0,AMZN
2015-05-26,182,-58,0,AMZN
2015-05-27,110,-25,0,AMZN
2015-05-28,180,-36,0,AMZN
2015-05-29,159,-42,0,AMZN
2015-05-30,123,-15,0,AMZN
2015-05-31,92,-15,0,AMZN
2015-06-01,161,-14,0,AMZN
2015-06-02,150,-36,0,AMZN
2015-06-03,179,-37,0,AMZN
2015-06-04,148,-24,0,AMZN
2015-06-05,113,-27,0,AMZN
2015-06-06,51,-12,0,AMZN
2015-06-07,96,-18,0,AMZN
2015-06-08,160,-32,0,AMZN
2015-06-09,180,-50,0,AMZN
2015-06-10,189,-23,0,AMZN
2015-06-11,214,-30,0,AMZN
2015-06-12,132,-20,0,AMZN
2015-06-13,38,-8,0,AMZN
2015-06-14,64,-8,0,AMZN
2015-06-15,151,-38,0,AMZN
2015-06-16,161,-38,0,AMZN
2015-06-17,163,-35,0,AMZN
2015-06-18,201,-36,0,AMZN
2015-06-19,162,-36,0,AMZN
2015-06-20,102,-14,0,AMZN
2015-06-21,73,-11,0,AMZN
2015-06-22,137,-22,0,AMZN
2015-06-23,220,-48,0,AMZN
2015-06-24,180,-31,0,AMZN
2015-06-25,203,-34,0,AMZN
2015-06-26,155,-31,0,AMZN
2015-06-27,110,-13,0,AMZN
2015-06-28,128,-16,0,AMZN
2015-06-29,182,-16,0,AMZN
2015-06-30,266,-46,0,AMZN
2015-07-01,142,-22,0,AMZN
2015-07-02,70,-8,0,AMZN
2015-07-03,97,-6,0,AMZN
2015-07-04,116,-4,0,AMZN
2015-07-05,36,-4,0,AMZN
2015-07-06,113,-15,0,AMZN
2015-07-07,179,-20,0,AMZN
2015-07-08,83,-16,0,AMZN
2015-07-09,72,-11,0,AMZN
2015-07-10,139,-15,0,AMZN
2015-07-11,120,-9,0,AMZN
2015-07-12,97,-21,0,AMZN
2015-07-13,216,-44,0,AMZN
2015-07-14,254,-52,0,AMZN
2015-07-15,377,-88,0,AMZN
2015-07-16,245,-68,0,AMZN
2015-07-17,190,-54,0,AMZN
2015-07-18,61,-7,0,AMZN
2015-07-19,98,-7,0,AMZN
2015-07-20,265,-40,0,AMZN
2015-07-21,201,-39,0,AMZN
2015-07-22,193,-41,0,AMZN
2015-07-23,1175,-244,0,AMZN
2015-07-24,1156,-292,0,AMZN
2015-07-25,193,-23,0,AMZN
2015-07-26,81,-23,0,AMZN
2015-07-27,194,-79,0,AMZN
2015-07-28,211,-49,0,AMZN
2015-07-29,226,-48,0,AMZN
2015-07-30,222,-49,0,AMZN
2015-07-31,139,-49,0,AMZN
2015-08-01,78,-16,0,AMZN
2015-08-02,88,-14,0,AMZN
2015-08-03,152,-49,0,AMZN
2015-08-04,136,-44,0,AMZN
2015-08-05,153,-35,0,AMZN
2015-08-06,151,-35,0,AMZN
2015-08-07,169,-45,0,AMZN
2015-08-08,45,-8,0,AMZN
2015-08-09,45,-12,0,AMZN
2015-08-10,82,-24,0,AMZN
2015-08-11,104,-17,0,AMZN
2015-08-12,74,-31,0,AMZN
2015-08-13,143,-50,0,AMZN
2015-08-14,99,-21,0,AMZN
2015-08-15,133,-20,0,AMZN
2015-08-16,71,-23,0,AMZN
2015-08-17,196,-103,0,AMZN
2015-08-18,173,-70,0,AMZN
2015-08-19,132,-39,0,AMZN
2015-08-20,92,-52,0,AMZN
2015-08-21,117,-47,0,AMZN
2015-08-22,34,-13,0,AMZN
2015-08-23,32,-10,0,AMZN
2015-08-24,100,-69,0,AMZN
2015-08-25,155,-37,0,AMZN
2015-08-26,258,-91,0,AMZN
2015-08-27,242,-94,0,AMZN
2015-08-28,56,-11,0,AMZN
2015-08-29,86,-10,0,AMZN
2015-08-30,89,-15,0,AMZN
2015-08-31,158,-22,0,AMZN
2015-09-01,120,-50,0,AMZN
2015-09-02,90,-42,0,AMZN
2015-09-03,114,-40,0,AMZN
2015-09-04,88,-36,0,AMZN
2015-09-05,25,-8,0,AMZN
2015-09-06,21,-7,0,AMZN
2015-09-07,18,-12,0,AMZN
2015-09-08,145,-44,0,AMZN
2015-09-09,164,-62,0,AMZN
2015-09-10,94,-47,0,AMZN
2015-09-11,129,-48,0,AMZN
2015-09-12,34,-14,0,AMZN
2015-09-13,21,-11,0,AMZN
2015-09-14,50,-26,0,AMZN
2015-09-15,74,-19,0,AMZN
2015-09-16,74,-21,0,AMZN
2015-09-17,189,-78,0,AMZN
2015-09-18,213,-46,0,AMZN
2015-09-19,100,-20,0,AMZN
2015-09-20,61,-19,0,AMZN
2015-09-21,99,-32,0,AMZN
2015-09-22,110,-32,0,AMZN
2015-09-23,136,-30,0,AMZN
2015-09-24,102,-33,0,AMZN
2015-09-25,174,-40,0,AMZN
2015-09-26,67,-17,0,AMZN
2015-09-27,124,-16,0,AMZN
2015-09-28,187,-45,0,AMZN
2015-09-29,188,-33,0,AMZN
2015-09-30,90,-35,0,AMZN
2015-10-01,139,-63,0,AMZN
2015-10-02,156,-46,0,AMZN
2015-10-03,33,-15,0,AMZN
2015-10-04,23,-5,0,AMZN
2015-10-05,138,-19,0,AMZN
2015-10-06,93,-44,0,AMZN
2015-10-07,145,-49,0,AMZN
2015-10-08,223,-78,0,AMZN
2015-10-09,149,-25,0,AMZN
2015-10-10,37,-10,0,AMZN
2015-10-11,20,-14,0,AMZN
2015-10-12,125,-25,0,AMZN
2015-10-13,97,-26,0,AMZN
2015-10-14,211,-88,0,AMZN
2015-10-15,247,-65,0,AMZN
2015-10-16,154,-48,0,AMZN
2015-10-17,39,-18,0,AMZN
2015-10-18,59,-28,0,AMZN
2015-10-19,159,-74,0,AMZN
2015-10-20,177,-42,0,AMZN
2015-10-21,155,-50,0,AMZN
2015-10-22,602,-159,0,AMZN
2015-10-23,619,-153,0,AMZN
2015-10-24,102,-16,0,AMZN
2015-10-25,89,-12,0,AMZN
2015-10-26,167,-41,0,AMZN
2015-10-27,138,-32,0,AMZN
2015-10-28,158,-142,0,AMZN
2015-10-29,137,-55,0,AMZN
2015-10-30,149,-35,0,AMZN
2015-10-31,50,-26,0,AMZN
2015-11-01,41,-14,0,AMZN
2015-11-02,121,-42,0,AMZN
2015-11-03,206,-27,0,AMZN
2015-11-04,216,-57,0,AMZN
2015-11-05,154,-66,0,AMZN
2015-11-06,145,-46,0,AMZN
2015-11-07,77,-11,0,AMZN
2015-11-08,27,-13,0,AMZN
2015-11-09,116,-32,0,AMZN
2015-11-10,157,-39,0,AMZN
2015-11-11,267,-78,0,AMZN
2015-11-12,181,-60,0,AMZN
2015-11-13,130,-54,0,AMZN
2015-11-14,42,-13,0,AMZN
2015-11-15,30,-9,0,AMZN
2015-11-16,171,-49,0,AMZN
2015-11-17,156,-43,0,AMZN
2015-11-18,220,-53,0,AMZN
2015-11-19,146,-36,0,AMZN
2015-11-20,143,-32,0,AMZN
2015-11-21,49,-18,0,AMZN
2015-11-22,48,-18,0,AMZN
2015-11-23,124,-48,0,AMZN
2015-11-24,186,-76,0,AMZN
2015-11-25,120,-53,0,AMZN
2015-11-26,94,-30,0,AMZN
2015-11-27,119,-33,0,AMZN
2015-11-28,67,-8,0,AMZN
2015-11-29,61,-21,0,AMZN
2015-11-30,277,-64,0,AMZN
2015-12-01,231,-63,0,AMZN
2015-12-02,174,-59,0,AMZN
2015-12-03,147,-82,0,AMZN
2015-12-04,116,-43,0,AMZN
2015-12-05,46,-21,0,AMZN
2015-12-06,36,-16,0,AMZN
2015-12-07,124,-44,0,AMZN
2015-12-08,179,-51,0,AMZN
2015-12-09,156,-59,0,AMZN
2015-12-10,124,-33,0,AMZN
2015-12-11,149,-65,0,AMZN
2015-12-12,65,-11,0,AMZN
2015-12-13,61,-14,0,AMZN
2015-12-14,116,-30,0,AMZN
2015-12-15,138,-49,0,AMZN
2015-12-16,102,-52,0,AMZN
2015-12-17,133,-46,0,AMZN
2015-12-18,185,-52,0,AMZN
2015-12-19,60,-17,0,AMZN
2015-12-20,40,-16,0,AMZN
2015-12-21,144,-45,0,AMZN
2015-12-22,119,-28,0,AMZN
2015-12-23,158,-53,0,AMZN
2015-12-24,163,-34,0,AMZN
2015-12-25,51,-6,0,AMZN
2015-12-26,51,-12,0,AMZN
2015-12-27,60,-4,0,AMZN
2015-12-28,279,-57,0,AMZN
2015-12-29,345,-82,0,AMZN
2015-12-30,179,-48,0,AMZN
2015-12-31,156,-44,0,AMZN
2016-01-01,62,-13,0,AMZN
2016-01-02,69,-12,0,AMZN
2016-01-03,118,-16,0,AMZN
2016-01-04,263,-137,0,AMZN
2016-01-05,188,-84,0,AMZN
2016-01-06,190,-82,0,AMZN
2016-01-07,180,-89,0,AMZN
2016-01-08,21,-10,0,AMZN
2016-01-09,62,-6,0,AMZN
2016-01-10,41,-19,0,AMZN
2016-01-11,150,-52,0,AMZN
2016-01-12,143,-44,0,AMZN
2016-01-13,211,-141,0,AMZN
2016-01-14,182,-77,0,AMZN
2016-01-15,211,-78,0,AMZN
2016-01-16,98,-17,0,AMZN
2016-01-17,58,-9,0,AMZN
2016-01-18,79,-23,0,AMZN
2016-01-19,168,-35,0,AMZN
2016-01-20,148,-71,0,AMZN
2016-01-21,134,-43,0,AMZN
2016-01-22,128,-36,0,AMZN
2016-01-23,48,-14,0,AMZN
2016-01-24,28,-14,0,AMZN
2016-01-25,140,-31,0,AMZN
2016-01-26,141,-67,0,AMZN
2016-01-27,180,-70,0,AMZN
2016-01-28,997,-456,0,AMZN
2016-01-29,574,-303,0,AMZN
2016-01-30,113,-32,0,AMZN
2016-01-31,90,-20,0,AMZN
2016-02-01,127,-67,0,AMZN
2016-02-02,218,-54,0,AMZN
2016-02-03,281,-97,0,AMZN
2016-02-04,174,-81,0,AMZN
2016-02-05,241,-126,0,AMZN
2016-02-06,71,-23,0,AMZN
2016-02-07,49,-21,0,AMZN
2016-02-08,148,-61,0,AMZN
2016-02-09,266,-80,0,AMZN
2016-02-10,275,-62,0,AMZN
2016-02-11,243,-63,0,AMZN
2016-02-12,196,-33,0,AMZN
2016-02-13,115,-11,0,AMZN
2016-02-14,65,-10,0,AMZN
2016-02-15,87,-19,0,AMZN
2016-02-16,222,-44,0,AMZN
2016-02-17,179,-53,0,AMZN
2016-02-18,275,-70,0,AMZN
2016-02-19,225,-48,0,AMZN
2016-02-20,83,-23,0,AMZN
2016-02-21,44,-10,0,AMZN
2016-02-22,292,-48,0,AMZN
2016-02-23,190,-57,0,AMZN
2016-02-24,192,-57,0,AMZN
2016-02-25,217,-40,0,AMZN
2016-02-26,148,-45,0,AMZN
2016-02-27,67,-13,0,AMZN
2016-02-28,52,-7,0,AMZN
2016-02-29,226,-63,0,AMZN
2016-03-01,181,-57,0,AMZN
2016-03-02,124,-56,0,AMZN
2016-03-03,268,-56,0,AMZN
2016-03-04,197,-93,0,AMZN
2016-03-05,109,-41,0,AMZN
2016-03-06,75,-24,0,AMZN
2016-03-07,174,-87,0,AMZN
2016-03-08,204,-74,0,AMZN
2016-03-09,322,-42,0,AMZN
2016-03-10,231,-58,0,AMZN
2016-03-11,227,-238,0,AMZN
2016-03-12,61,-20,0,AMZN
2016-03-13,41,-9,0,AMZN
2016-03-14,136,-26,0,AMZN
2016-03-15,260,-55,0,AMZN
2016-03-16,181,-52,0,AMZN
2016-03-17,314,-92,0,AMZN
2016-03-18,175,-55,0,AMZN
2016-03-19,68,-14,0,AMZN
2016-03-20,57,-14,0,AMZN
2016-03-21,284,-103,0,AMZN
2016-03-22,207,-82,0,AMZN
2016-03-23,235,-68,0,AMZN
2016-03-24,223,-57,0,AMZN
2016-03-25,83,-24,0,AMZN
2016-03-26,72,-13,0,AMZN
2016-03-27,51,-8,0,AMZN
2016-03-28,146,-58,0,AMZN
2016-03-29,203,-59,0,AMZN
2016-03-30,207,-77,0,AMZN
2016-03-31,251,-47,0,AMZN
2016-04-01,171,-55,0,AMZN
2016-04-02,51,-10,0,AMZN
2016-04-03,52,-11,0,AMZN
2016-04-04,194,-70,0,AMZN
2016-04-05,169,-56,0,AMZN
2016-04-06,420,-71,0,AMZN
2016-04-07,232,-92,0,AMZN
2016-04-08,176,-70,0,AMZN
2016-04-09,43,-9,0,AMZN
2016-04-10,54,-19,0,AMZN
2016-04-11,130,-40,0,AMZN
2016-04-12,145,-59,0,AMZN
2016-04-13,269,-136,0,AMZN
2016-04-14,196,-37,0,AMZN
2016-04-15,137,-43,0,AMZN
2016-04-16,63,-15,0,AMZN
2016-04-17,45,-5,0,AMZN
2016-04-18,424,-111,0,AMZN
2016-04-19,223,-72,0,AMZN
2016-04-20,159,-46,0,AMZN
2016-04-21,206,-70,0,AMZN
2016-04-22,167,-51,0,AMZN
2016-04-23,67,-14,0,AMZN
2016-04-24,49,-8,0,AMZN
2016-04-25,95,-27,0,AMZN
2016-04-26,183,-53,0,AMZN
2016-04-27,224,-89,0,AMZN
2016-04-28,852,-247,0,AMZN
2016-04-29,550,-118,0,AMZN
2016-04-30,93,-18,0,AMZN
2016-05-01,76,-17,0,AMZN
2016-05-02,278,-70,0,AMZN
2016-05-03,193,-56,0,AMZN
2016-05-04,253,-75,0,AMZN
2016-05-05,252,-73,0,AMZN
2016-05-06,78,-28,0,AMZN
2016-05-07,80,-16,0,AMZN
2016-05-08,59,-10,0,AMZN
2016-05-09,162,-49,0,AMZN
2016-05-10,579,-114,0,AMZN
2016-05-11,457,-203,0,AMZN
2016-05-12,365,-181,0,AMZN
2016-05-13,336,-176,0,AMZN
2016-05-14,68,-25,0,AMZN
2016-05-15,73,-32,0,AMZN
2016-05-16,306,-114,0,AMZN
2016-05-17,346,-124,0,AMZN
2016-05-18,359,-113,0,AMZN
2016-05-19,225,-88,0,AMZN
2016-05-20,186,-44,0,AMZN
2016-05-21,63,-21,0,AMZN
2016-05-22,56,-15,0,AMZN
2016-05-23,147,-59,0,AMZN
2016-05-24,183,-61,0,AMZN
2016-05-25,221,-41,0,AMZN
2016-05-26,244,-55,0,AMZN
2016-05-27,148,-57,0,AMZN
2016-05-28,21,-8,0,AMZN
2016-05-29,27,-9,0,AMZN
2016-05-30,101,-15,0,AMZN
2016-05-31,187,-42,0,AMZN
2016-06-01,268,-80,0,AMZN
2016-06-02,217,-111,0,AMZN
2016-06-03,178,-50,0,AMZN
2016-06-04,57,-12,0,AMZN
2016-06-05,39,-17,0,AMZN
2016-06-06,126,-58,0,AMZN
2016-06-07,183,-52,0,AMZN
2016-06-08,330,-39,0,AMZN
2016-06-09,290,-50,0,AMZN
2016-06-10,217,-51,0,AMZN
2016-06-11,74,-13,0,AMZN
2016-06-12,51,-10,0,AMZN
2016-06-13,165,-47,0,AMZN
2016-06-14,153,-44,0,AMZN
2016-06-15,26,-15,0,AMZN
2016-06-16,143,-60,0,AMZN
2016-06-17,134,-61,0,AMZN
2016-06-18,68,-18,0,AMZN
2016-06-19,52,-20,0,AMZN
2016-06-20,132,-39,0,AMZN
2016-06-21,127,-41,0,AMZN
2016-06-22,228,-40,0,AMZN
2016-06-23,167,-46,0,AMZN
2016-06-24,181,-42,0,AMZN
2016-06-25,37,-10,0,AMZN
2016-06-26,39,-15,0,AMZN
2016-06-27,180,-42,0,AMZN
2016-06-28,234,-47,0,AMZN
2016-06-29,312,-64,0,AMZN
2016-06-30,262,-45,0,AMZN
2016-07-01,219,-60,0,AMZN
2016-07-02,74,-15,0,AMZN
2016-07-03,47,-9,0,AMZN
2016-07-04,101,-19,0,AMZN
2016-07-05,166,-26,0,AMZN
2016-07-06,235,-61,0,AMZN
2016-07-07,208,-44,0,AMZN
2016-07-08,211,-55,0,AMZN
2016-07-09,62,-17,0,AMZN
2016-07-10,47,-21,0,AMZN
2016-07-11,356,-68,0,AMZN
2016-07-12,549,-186,0,AMZN
2016-07-13,208,-50,0,AMZN
2016-07-14,354,-73,0,AMZN
2016-07-15,174,-56,0,AMZN
2016-07-16,51,-8,0,AMZN
2016-07-17,44,-13,0,AMZN
2016-07-18,180,-45,0,AMZN
2016-07-19,183,-56,0,AMZN
2016-07-20,170,-32,0,AMZN
2016-07-21,240,-49,0,AMZN
2016-07-22,238,-48,0,AMZN
2016-07-23,70,-11,0,AMZN
2016-07-24,112,-12,0,AMZN
2016-07-25,175,-32,0,AMZN
2016-07-26,315,-52,0,AMZN
2016-07-27,180,-37,0,AMZN
2016-07-28,783,-184,0,AMZN
2016-07-29,600,-112,0,AMZN
2016-07-30,98,-16,0,AMZN
2016-07-31,78,-7,0,AMZN
2016-08-01,315,-27,0,AMZN
2016-08-02,152,-35,0,AMZN
2016-08-03,144,-55,0,AMZN
2016-08-04,237,-53,0,AMZN
2016-08-05,291,-41,0,AMZN
2016-08-06,83,-11,0,AMZN
2016-08-07,86,-20,0,AMZN
2016-08-08,317,-101,0,AMZN
2016-08-09,208,-47,0,AMZN
2016-08-10,149,-51,0,AMZN
2016-08-11,208,-59,0,AMZN
2016-08-12,141,-27,0,AMZN
2016-08-13,80,-15,0,AMZN
2016-08-14,116,-26,0,AMZN
2016-08-15,204,-36,0,AMZN
2016-08-16,146,-35,0,AMZN
2016-08-17,220,-47,0,AMZN
2016-08-18,218,-45,0,AMZN
2016-08-19,212,-41,0,AMZN
2016-08-20,89,-10,0,AMZN
2016-08-21,68,-27,0,AMZN
2016-08-22,158,-30,0,AMZN
2016-08-23,272,-45,0,AMZN
2016-08-24,164,-43,0,AMZN
2016-08-25,269,-25,0,AMZN
2016-08-26,231,-35,0,AMZN
2016-08-27,85,-14,0,AMZN
2016-08-28,79,-20,0,AMZN
2016-08-29,208,-63,0,AMZN
2016-08-30,213,-39,0,AMZN
2016-08-31,278,-47,0,AMZN
2016-09-01,238,-52,0,AMZN
2016-09-02,184,-26,0,AMZN
2016-09-03,66,-23,0,AMZN
2016-09-04,61,-8,0,AMZN
2016-09-05,110,-19,0,AMZN
2016-09-06,274,-82,0,AMZN
2016-09-07,279,-78,0,AMZN
2016-09-08,152,-120,0,AMZN
2016-09-09,223,-74,0,AMZN
2016-09-10,125,-26,0,AMZN
2016-09-11,76,-15,0,AMZN
2016-09-12,250,-45,0,AMZN
2016-09-13,239,-41,0,AMZN
2016-09-14,285,-65,0,AMZN
2016-09-15,302,-55,0,AMZN
2016-09-16,274,-50,0,AMZN
2016-09-17,70,-14,0,AMZN
2016-09-18,75,-13,0,AMZN
2016-09-19,222,-42,0,AMZN
2016-09-20,150,-38,0,AMZN
2016-09-21,199,-52,0,AMZN
2016-09-22,267,-62,0,AMZN
2016-09-23,240,-75,0,AMZN
2016-09-24,67,-23,0,AMZN
2016-09-25,61,-21,0,AMZN
2016-09-26,209,-46,0,AMZN
2016-09-27,269,-54,0,AMZN
2016-09-28,372,-122,0,AMZN
2016-09-29,236,-66,0,AMZN
2016-09-30,334,-66,0,AMZN
2016-10-01,124,-24,0,AMZN
2016-10-02,99,-19,0,AMZN
2016-10-03,320,-63,0,AMZN
2016-10-04,327,-59,0,AMZN
2016-10-05,369,-84,0,AMZN
2016-10-06,337,-71,0,AMZN
2016-10-07,222,-48,0,AMZN
2016-10-08,78,-14,0,AMZN
2016-10-09,66,-20,0,AMZN
2016-10-10,168,-71,0,AMZN
2016-10-11,275,-75,0,AMZN
2016-10-12,458,-78,0,AMZN
2016-10-13,376,-76,0,AMZN
2016-10-14,261,-71,0,AMZN
2016-10-15,111,-26,0,AMZN
2016-10-16,74,-23,0,AMZN
2016-10-17,317,-97,0,AMZN
2016-10-18,254,-73,0,AMZN
2016-10-19,226,-53,0,AMZN
2016-10-20,235,-121,0,AMZN
2016-10-21,166,-83,0,AMZN
2016-10-22,87,-25,0,AMZN
2016-10-23,107,-26,0,AMZN
2016-10-24,288,-64,0,AMZN
2016-10-25,311,-67,0,AMZN
2016-10-26,229,-85,0,AMZN
2016-10-27,747,-330,0,AMZN
2016-10-28,625,-206,0,AMZN
2016-10-29,130,-31,0,AMZN
2016-10-30,95,-47,0,AMZN
2016-10-31,292,-68,0,AMZN
2016-11-01,298,-55,0,AMZN
2016-11-02,248,-91,0,AMZN
2016-11-03,229,-58,0,AMZN
2016-11-04,214,-66,0,AMZN
2016-11-05,48,-30,0,AMZN
2016-11-06,42,-16,0,AMZN
2016-11-07,213,-50,0,AMZN
2016-11-08,154,-36,0,AMZN
2016-11-09,174,-77,0,AMZN
2016-11-10,321,-158,0,AMZN
2016-11-11,214,-80,0,AMZN
2016-11-12,71,-21,0,AMZN
2016-11-13,95,-24,0,AMZN
2016-11-14,375,-110,0,AMZN
2016-11-15,271,-103,0,AMZN
2016-11-16,288,-48,0,AMZN
2016-11-17,369,-73,0,AMZN
2016-11-18,407,-49,0,AMZN
2016-11-19,118,-20,0,AMZN
2016-11-20,121,-21,0,AMZN
2016-11-21,446,-65,0,AMZN
2016-11-22,426,-90,0,AMZN
2016-11-23,284,-57,0,AMZN
2016-11-24,181,-41,0,AMZN
2016-11-25,247,-51,0,AMZN
2016-11-26,107,-24,0,AMZN
2016-11-27,109,-23,0,AMZN
2016-11-28,355,-121,0,AMZN
2016-11-29,341,-105,0,AMZN
2016-11-30,366,-87,0,AMZN
2016-12-01,421,-86,0,AMZN
2016-12-02,318,-62,0,AMZN
2016-12-03,84,-22,0,AMZN
2016-12-04,130,-19,0,AMZN
2016-12-05,477,-123,0,AMZN
2016-12-06,383,-141,0,AMZN
2016-12-07,285,-59,0,AMZN
2016-12-08,304,-68,0,AMZN
2016-12-09,197,-64,0,AMZN
2016-12-10,101,-22,0,AMZN
2016-12-11,71,-23,0,AMZN
2016-12-12,229,-60,0,AMZN
2016-12-13,232,-54,0,AMZN
2016-12-14,609,-77,0,AMZN
2016-12-15,375,-74,0,AMZN
2016-12-16,236,-71,0,AMZN
2016-12-17,112,-33,0,AMZN
2016-12-18,88,-13,0,AMZN
2016-12-19,204,-39,0,AMZN
2016-12-20,202,-68,0,AMZN
2016-12-21,204,-59,0,AMZN
2016-12-22,243,-52,0,AMZN
2016-12-23,156,-40,0,AMZN
2016-12-24,74,-25,0,AMZN
2016-12-25,115,-21,0,AMZN
2016-12-26,100,-36,0,AMZN
2016-12-27,293,-77,0,AMZN
2016-12-28,323,-80,0,AMZN
2016-12-29,380,-94,0,AMZN
2016-12-30,309,-73,0,AMZN
2016-12-31,92,-32,0,AMZN
2017-01-01,93,-22,0,AMZN
2017-01-02,116,-32,0,AMZN
